fam162a	FAM162B
luc7l3	LUC7L3
tmem185	TMEM185A
st7l	ST7L
rbl1	RBL1
ankrd46a	ANKRD46
kcna1b	KCNA1
atg4a	ATG4A
slc47a1	SLC47A2
slc47a1	SLC47A1
recql5	RECQL5
gps1	GPS1
slc8a2b	SLC8A2
tpd52l1	TPD52L1
helz	HELZ
cacng1b	CACNG1
nup50	NUP50
cacng4b	CACNG4
kiaa0930	KIAA0930
aimp2	AIMP2
irs4a	IRS4
kcne4	KCNE4
aldh3b1	ALDH3B2
si:ch73-362m14.2	NHSL2
pvalb5	OCM
pvalb5	OCM2
rnf217	RNF217
lmtk2	LMTK2
galnt14	GALNT14
tecpr1b	TECPR1
chd6	CHD6
capza1a	CAPZA1
bri3	BRI3
mov10a	MOV10
nkain2	NKAIN2
htr2cl2	HTR2C
rac3a	RAC3
nptx2a	NPTX2
ehd3	EHD3
wdfy1	WDFY1
clpp	CLPP
serpine2	SERPINE2
gprc5ba	GPRC5B
proza	PROZ
med31	MED31
sox8b	SOX8
trdn	TRDN
sox9b	SOX9
ccl38.6	CCL17
ccl38.6	CCL22
ccl38a.5	CCL17
ccl38a.5	CCL22
ccl38a.4	CCL17
ccl38a.4	CCL22
si:cabz01066312.1	KIF21A
prkar1aa	PRKAR1A
naalad2	FOLH1
naalad2	NAALAD2
CPNE8	CPNE8
ripor3	RIPOR3
tmlhe	TMLHE
clvs2	CLVS2
smpdl3a	SMPDL3A
wipi1	WIPI1
dkc1	DKC1
chordc1a	CHORDC1
blcap	BLCAP
tmem74b	TMEM74B
fabp7b	FABP7
pkib	PKIB
psmf1	PSMF1
pdlim4	PDLIM4
serinc1	SERINC1
aasdhppt	AASDHPPT
rspo4	RSPO4
msantd4	MSANTD4
csf1rb	CSF1R
gria4a	GRIA4
angpt4	ANGPT4
cldn15lb	CLDN15
hsf2	HSF2
slc16a6b	SLC16A6
sra1	SRA1
rims4	RIMS4
gna13b	GNA13
camk2a	CAMK2A
atg16l1	ATG16L1
gabra3	GABRA3
ywhaba	YWHAB
gja1b	GJA1
rgs9a	RGS9
cog1	COG1
fundc2	FUNDC2
brcc3	BRCC3
tbc1d32	TBC1D32
hsdl1	HSDL1
sagb	SAG
METTL23	METTL23
KCTD15	KCTD15
sema6a	SEMA6A
TLX3	TLX3
YBEY	YBEY
SPHK1	SPHK1
zfp64	ZFP64
RAB19	RAB19
pclaf	PCLAF
PDCL3	PDCL3
snx2	SNX2
hdac7a	HDAC7
HAPLN1	HAPLN1
SLC16A7	SLC16A7
syngr1b	SYNGR1
EMC4	EMC4
SLC16A6	SLC16A6
ms4a17a.17	MS4A18
ms4a17a.17	MS4A10
ms4a17a.17	MS4A14
ms4a17a.17	MS4A1
ms4a17a.17	MS4A2
ms4a17a.17	MS4A13
ms4a17a.17	MS4A6E
ms4a17a.17	MS4A6A
ms4a17a.17	MS4A15
ms4a17a.17	MS4A5
ms4a17a.17	MS4A7
PSMD2	PSMD2
citb	CIT
adamts16	ADAMTS16
urahb	URAD
mboat1	MBOAT1
RSBN1	RSBN1
aco1	ACO1
smpd2a	SMPD2
gga1	GGA1
nfatc2a	NFATC2
twf1a	TWF1
nop14	NOP14
kcnma1b	KCNMA1
lrp6	LRP6
lrp4	LRP4
rab3ip	RAB3IP
akt1	AKT1
IQSEC1	IQSEC1
ccdc6b	CCDC6
tmem117	TMEM117
tmx3b	TMX3
nanos1	NANOS1
cebpd	CEBPD
CHST12	CHST12
plxnb1b	PLXNB1
znf217	ZNF217
CLEC3A	CLEC3A
rskrb	RSKR
cacng1a	CACNG1
pxdn	PXDN
PRSS35	PRSS35
spg11	SPG11
zbtb39	ZBTB39
etfa	ETFA
ms4a17a.1	MS4A18
ms4a17a.1	MS4A10
ms4a17a.1	MS4A14
ms4a17a.1	MS4A1
ms4a17a.1	MS4A2
ms4a17a.1	MS4A13
ms4a17a.1	MS4A6E
ms4a17a.1	MS4A6A
ms4a17a.1	MS4A15
ms4a17a.1	MS4A5
ms4a17a.1	MS4A7
ube2c	DNTTIP1
cep170ba	CEP170B
scn5lab	SCN10A
sult4a1	SULT4A1
bnip3	BNIP3
igsf11	IGSF11
mettl4	METTL4
znf609b	ZNF609
cltb	CLTB
svbp	SVBP
cabz01093075.1	CCR5
cabz01093075.1	CCR8
cabz01093075.1	CCR2
cabz01093075.1	CCR4
cabz01093075.1	CCRL2
cabz01093075.1	CCR1
cabz01093075.1	CCR3
RAB19	RAB19
jag2a	NOTCH4
oca2	OCA2
OTOP1	OTOP1
tp53bp1	TP53BP1
arrdc1b	ARRDC1
ndufb3	NDUFB3
chek1	CHEK1
hpdb	HPD
SH3TC1	SH3TC1
polr2k	POLR2K
macrod2	MACROD2
arsj	ARSJ
kcnh1b	KCNH1
zfpl1	ZFPL1
AGBL4	AGBL4
pptc7b	PPTC7
ncoa7a	NCOA7
hlfa	HLF
pigv	PIGV
TMEM132D	TMEM132D
cflarb	CFLAR
stc1l	STC1
nthl1	NTHL1
DORIP1	DORIP1
aldh1l1	ALDH1L1
SH2B2	SH2B2
ndufb9	NDUFB9
skic3	SKIC3
rpp25b	RPP25
SYDE1	SYDE1
mn1a	MN1
mrps35	MRPS35
tctn1	TCTN1
preb	PREB
ppa1a	PPA1
tnks1bp1	KIAA1671
klf4	KLF4
tbr1b	TBR1
AP3B2	AP3B2
iqsec2a	IQSEC2
csgalnact1b	CSGALNACT1
snai1b	SNAI1
dydc2	DYDC1
dydc2	DYDC2
FAM135B	FAM135B
PLPP1	PLPP1
bhlha9	BHLHA9
tbl2	TBL2
GRIK2	GRIK2
rmdn2	RMDN2
RASSF4	RASSF4
C18H19orf12	C19orf12
fgf7	FGF7
lnpa	LNPK
UBE2C	UBE2C
glis3	GLIS3
FAM180A	FAM180B
FAM180A	FAM180A
zmp:0000000936	LAG3
fam78ab	FAM78A
nagk	NAGK
TMEM87B	TMEM87B
aurkb	AURKB
zgc:56235	VDAC3
sepsecs	SEPSECS
srp19	SRP19
BSN	BSN
btbd2b	BTBD2
fah	FAH
cdh22	CDH22
vopp1b	VOPP1
mical2a	MICAL2
gpc2	GPC2
plcl2	PLCL2
dner	DNER
gpr171	GPR171
polr3a	POLR3A
vps4a	VPS4A
acat1	ACAT1
zgc:153184	RCSD1
SH3RF3	SH3RF3
syt12	SYT12
c1s.1	PRRG2
RIC1	RIC1
prph	PRPH
fam114a2	FAM114A2
scarb2c	SCARB2
OSCP1	OSCP1
zp2l2	C16orf96
slc7a8b	SLC7A8
srsf1b	SRSF1
stk17a	STK17A
mdga1	MDGA1
JMJD8	JMJD8
sstr2a	SSTR2
rnaset2	RNASET2
adtrp	ADTRP
rhobtb1	RHOBTB1
chia.1	CHIT1
ralbb	RALB
atf4a	ATF4
ifnphi3	IFNA6
ifnphi3	IFNW1
ifnphi3	IFNE
ifnphi3	IFNA4
ifnphi3	IFNA1
ifnphi3	IFNA14
ifnphi3	IFNK
ifnphi3	IFNA10
ifnphi3	IFNA2
ifnphi3	IFNB1
ifnphi3	IFNA8
ifnphi3	IFNA16
ifnphi3	IFNA5
ifnphi3	IFNA13
ifnphi3	IFNA17
ifnphi3	IFNA21
ifnphi3	IFNA7
acyp2	ACYP2
pdxp	PDXP
noctb	NOCT
scube3	SCUBE3
adamts3	ADAMTS3
SCARNA14	SCARNA14
snrnp35	SNRNP35
dcakd	DCAKD
pnmt	PNMT
tmem186	TMEM186
anapc15	ANAPC15
cln5	CLN5
tspan10	TSPAN10
ppp1cc	PPP1CC
fut8b	FUT8
shisa2b	SHISA2
unc5a	UNC5A
pdlim7	PDLIM7
zgc:113019	THAP6
thumpd1	THUMPD1
klhl41b	KLHL41
elf2b	ELF2
slc30a10	SLC30A10
trpc7b	TRPC7
filip1b	FILIP1
mrc2	MRC2
sp2	SP2
septin10	SEPTIN10
dhx58	DHX58
gareml	GAREM2
mir142b	MIR142
mir133b	MIR133B
ap1s3a	AP1S3
stk11ip	STK11IP
ptprb	PTPRB
fgf10b	FGF10
rnf182	RNF182
vox	DLX4
kctd14	KCTD14
mrps15	MRPS15
osr2	OSR2
C16H1orf232	C1orf232
ldlrap1b	LDLRAP1
exoc8	EXOC8
nanos2	NANOS2
stoml3a	STOML3
adamts14	ADAMTS14
tmem14ca	TMEM14C
c3a.4	C3
ephb3b	EPHB3
TMEM233	TMEM233
apold1a	APOLD1
srl	SRL
srxn1	SRXN1
VASH1	VASH1
TMEM114	TMEM114
sap30l	SAP30L
fanca	FANCA
mmp15b	MMP15
zbtb49	ZBTB49
stk24a	STK24
acsl2	ACSL6
gpr39	GPR39
zc3h6	ZC3H6
pmm1	PMM1
faf2	FAF2
smarcc1b	SMARCC1
TC2N	TC2N
lpar6a	LPAR6
fbxw8	FBXW8
lhfpl2a	LHFPL2
nsd1b	NSD1
iqgap1	IQGAP1
onecut3b	ONECUT3
ptprga	PTPRG
ora1	VN1R5
rgs6	RGS6
plppr1	PLPPR1
cog8	COG8
impa2	IMPA2
lmf1	LMF1
ripply3	RIPPLY3
arsk	ARSK
ssb	SSB
bxdc2	BRIX1
stk40	STK40
mcm2	MCM2
sptlc2b	SPTLC2
tmem79b	TMEM79
rps3	RPS3
rps3	GET1
plbd1a	PLBD1
rb1cc1	RB1CC1
tmem106c	TMEM106C
aqp1a.1	AQP1
hnrnpc	RALYL
mrto4	MRTO4
ier2b	IER2
lyar	LYAR
KCNJ15	KCNJ15
arhgap45a	ARHGAP45
SBSPON	SBSPON
cwf19l2	CWF19L2
sh3bp5a	SH3BP5
mast3a	MAST3
dipk1b	DIPK1B
rab32b	RAB32
mid2	MID2
bbs12	BBS12
GPR139	GPR139
dqx1	DQX1
5_8S_rRNA	5_8S_rRNA
tomt	TOMT
rln3b	RLN3
SNORA77B	SNORA77
SNORA77B	SNORA77B
snord30	SNORD30
cnnm1	CNNM1
en1a	EN1
mir107b	MIR103A1
mir107b	MIR107
mir107b	MIR103A2
il6r	IL12RB1
il6r	IL11RA
il6r	GHR
il6r	CRLF2
il6r	IL2RG
il6r	OSMR
il6r	IL27RA
il6r	IL3RA
il6r	IL6R
il6r	IL23R
il6r	IL13RA1
satb1b	SATB1
mir23a-3	MIR23A
gigyf1a	GIGYF1
im:6904045	NATD1
dab1b	DAB1
GALNT3	GALNT3
dre-mir-7ba	MIR7-1
wdr54	WDR54
wdr54	FBXW12
sbno1	SBNO1
fancb	FANCB
snx10a	SNX10
SLC35D3	SLC35D3
SNORD18	SNORD18A
cd302	CD302
bcl7ba	BCL7B
FH	FH
trib2	TRIB2
cryba4	CRYBA4
tcf25	TCF25
usp20	USP20
ppp1r14d	PPP1R14D
adcy3a	ADCY3
oatx	SLC22A6
oatx	SLC22A9
oatx	SLC22A12
oatx	SLC22A24
oatx	SLC22A3
oatx	SLC22A14
oatx	SLC22A1
oatx	SLC22A10
oatx	SLC22A25
oatx	SLC22A5
oatx	SLC22A4
oatx	SLC22A11
map3k12	MAP3K12
VMAC	VMAC
zgc:123297	BTN2A1
sc:d189	TIGIT
sc:d189	PVR
sc:d189	NECTIN2
sc:d189	NCR3
sc:d189	SMAGP
slitrk3a	SLITRK3
cldnd1a	CLDND1
garnl3	GARNL3
mis12	MIS12
pfklb	PFKL
mirlet7g-2	MIRLET7F2
arsib	ARSL
arsib	ARSH
arsib	ARSF
ndufv2	NDUFV2
daglb	DAGLB
rabepk	RABEPK
arf6a	ARF6
rab10	RAB10
phb2a	PHB2
tmem135	TMEM135
ska2	SKA2
shfl	SHFL
rbm27	RBM27
cpne5b	CPNE5
lyst	LYST
mlnr	MLNR
wfikkn1	WFDC8
wfikkn1	WFDC6
wfikkn1	SPINT1
wfikkn1	EPPIN
wfikkn1	SPINT4
wfikkn1	LRP11
tspan13a	TSPAN13
haus4	HAUS4
mir125a-1	MIR125B2
mir18b	MIR18A
DMXL1	DMXL1
dre-mir-365-2	MIR365B
pts	PTS
herc4	HERC4
lmbrd2a	LMBRD2
U1	RNU1-109P
U1	RNU1-104P
SFMBT1	SFMBT1
ACY1	ACY1
dre-mir-152	MIR148A
dre-mir-152	MIR148B
DTX1	DTX1
U6	U6
U6	RNU6-1146P
ncana	NCAN
pigrl2.3	FCAMR
SNORA23	SNORA23
grin2ba	GRIN2B
gpr137ba	GPR137B
mir27a	MIR27A
SNORA74	SNORA74D
SNORA74	SNORA74
tdp2a	TDP2
DNAI3	DNAI3
mir100-2	MIR100
dhx36	DHX36
CCS	CCS
zgc:152774	MORC4
chn1	CHN1
clcn4	CLCN4
prickle2a	PRICKLE2
ccdc127a	CCDC127
depdc7a	DEPDC7
SNORD33	SNORD32A
SNORD33	SNORD32B
creb5a	CREB5
epb41l3b	EPB41L3
gap43	GAP43
KLHL28	KLHL28
U1	RNU1-109P
U1	RNU1-104P
chsy3	CHSY3
dre-mir-96	MIR96
nxnl2	NXNL2
mir153c	MIR153-1
ASS1	ASS1
mir365-1	MIR365A
mir16a	MIR16-2
APCDD1	APCDD1
tbc1d9b	TBC1D9B
U6	U6
U6	RNU6-1146P
mir217-1	MIR217
tor4aa	TOR4A
rn7sk	RN7SKP61
rn7sk	RN7SKP160
tmprss7	TMPRSS7
usp47	USP47
tbl3	TBL3
casp3l	CASP12
casp3l	CASP4
casp3l	CASP5
casp3l	PYDC1
casp3l	CARD18
casp3l	CASP1
casp3l	CARD16
trappc8	TRAPPC8
mir10c	MIR10A
dre-mir-216b	MIR216B
rnf152	RNF152
rho	RHO
ptgfrna	PTGFRN
KDM5A	KDM5A
tanc2b	TANC2
adamts1	ADAMTS1
SCHIP1	SCHIP1
HECW1	HECW1
snord22	SNORD22
DXO	DXO
foxj1a	FOXJ1
5_8S_rRNA	5_8S_rRNA
MTFP1	MTFP1
dhx30	DHX30
UBLCP1	UBLCP1
mir15a-2	MIR15A
rnf213a	RNF213
mir34a	MIR34A
tmem68	TMEM68
peli3	PELI3
dre-mir-31	MIR31
ube2t	UBE2T
cfap410	CFAP410
sstr2b	SSTR2
uqcc5	UQCC5
nrsn1	NRSN1
ndel1b	NDEL1
kcna2a	KCNA2
OSBPL8	OSBPL8
USP53	USP53
arrb1	ARRB1
CLPB	CLPB
fzd4	FZD4
NETO2	NETO2
fn3krp	FN3KRP
TCF24	TCF24
cct2	CCT2
trim32	TRIM32
cript	CRIPT
gpx4b	GPX4
setd5	SETD5
shisa3	SHISA3
POLR3D	POLR3D
SYNDIG1	SYNDIG1
apobec2b	APOBEC2
npffr1	NPFFR1
clcn2b	CLCN2
prdm5	PRDM5
ddah1	DDAH1
spryd3	SPRYD3
lrrc30a	LRRC30
c1qtnf7	C1QTNF7
BOLA2B	BOLA2
BOLA2B	BOLA2B
tecpr1a	TECPR1
mir193b	MIR193B
dre-let-7e	MIRLET7A3
CORO7	CORO7
gcn1	GCN1
ano1a	ANO1
si:dkey-61f9.1	CLEC4D
si:dkey-61f9.1	CLEC4M
si:dkey-61f9.1	CLEC4G
si:dkey-61f9.1	FCER2
si:dkey-61f9.1	CLEC6A
si:dkey-61f9.1	CD209
si:dkey-61f9.1	CLEC4C
si:dkey-61f9.1	CLEC4A
si:dkey-61f9.1	CD207
smarcal1	SMARCAL1
fank1	FANK1
lrp5	LRP5
pde8a	PDE8A
elmo3	ELMO3
ube2ka	UBE2K
c3ar1	C3AR1
sppl3	SPPL3
cdc42ep3	CDC42EP3
higd2a	HIGD2B
higd2a	HIGD2A
abcd2	ABCD2
tmem17	TMEM17
thrsp	THRSP
atp23	ATP23
pi4k2b	PI4K2B
lnpep	LNPEP
pax1a	PAX1
gpr135	GPR135
ednrba	EDNRB
sp5l	KLF18
sp5l	KLF14
sp5l	KLF17
cpox	CPOX
ms4a17a.8	MS4A18
ms4a17a.8	MS4A10
ms4a17a.8	MS4A14
ms4a17a.8	MS4A1
ms4a17a.8	MS4A2
ms4a17a.8	MS4A13
ms4a17a.8	MS4A6E
ms4a17a.8	MS4A6A
ms4a17a.8	MS4A15
ms4a17a.8	MS4A5
ms4a17a.8	MS4A7
pwwp2b	PWWP2B
cabcoco1	CABCOCO1
kdm2ba	KDM2B
si:dkey-43k4.5	KCNS1
strn	STRN
dctn1a	DCTN1
gas2a	GAS2
rasgrp3	RASGRP3
smyhc3	MYH6
CDHR1	CDHR1
unc13c	UNC13C
trim8a	TRIM8
SCARF2	SCARF2
spina	SPIN1
spina	SPIN2A
spina	SPIN4
spina	SPIN3
spina	SPIN2B
tbata	TBATA
tmem263	TMEM263
pmchl	PMCH
ndufaf3	NDUFAF3
mettl23	METTL23
rtn4rl1b	RTN4RL1
psma1	PSMA1
cidec	CIDEC
pcyox1	PCYOX1
LEPROTL1	LEPROTL1
gnrhr1	GNRHR
cldn1	CLDN1
NCAM2	NCAM2
mmrn2b	MMRN2
SNORA74	SNORA74D
SNORA74	SNORA74
fbln7	FBLN7
zmp:0000001138	B2M
lrtm1	LRTM1
arhgef12a	ARHGEF12
GJD2	GJD2
zbtb7c	ZBTB7C
bace1	BACE1
KCNK12	KCNK12
flnbl	FLNB
smyhc1	MYH6
cita	CIT
adprhl1	ADPRHL1
tgfb1a	TGFB1
srpk2	SRPK2
ppp1r12c	PPP1R12C
csrp1b	CSRP1
apoa1b	APOA1
tmbim1b	TMBIM1
cmtm8b	CMTM8
FAT4	FAT4
parp11	PARP11
dre-mir-153a	MIR153-2
znhit6	ZNHIT6
sh2d4a	SH2D4A
cyp24a1	CYP24A1
dre-mir-24-4	MIR3074
dre-mir-24-4	MIR24-1
zp3e	POMZP3
zp3e	ZP3
mindy4b	MINDY4B
mir144	MIR144
isg15	ISG15
cebp1	CEBPE
mir7a-3	MIR7-3
mir125b-2	MIR125B1
myo9aa	MYO9A
ca4a	CA4
ankrd11	ANKRD11
dnm2b	DNM2
cytip	CYTIP
gnal2	GNAL
efna5b	EFNA5
dock9a	DOCK9
btbd17a	BTBD17
arl1	ARL1
med17	MED17
adra2b	ADRA2B
pex11g	PEX11G
fbxo42	FBXO42
kcng4b	KCNG4
zdhhc11	ZDHHC11B
zdhhc11	ZDHHC11
slc35e1	SLC35E1
fat3b	FAT3
ppp2r2d	PPP2R2D
grm5a	GRM5
igfbp2a	IGFBP2
rcbtb2	RCBTB2
slc6a3	SLC6A3
fam171a2b	FAM171A2
SORCS3	SORCS3
GRB14	GRB14
CRACR2A	CRACR2A
tmcc1b	TMCC1
nab2	NAB2
rnf34b	RNF34
zgc:194679	B3GNT6
sqlea	SQLE
LIMD2	LIMD2
smchd1	SMCHD1
slc22a5	SLC22A24
slc22a5	SLC22A25
slc22a5	SLC22A11
ptchd3a	PTCHD3
bmp1a	BMP1
slc44a4	SLC44A4
rcl1	RCL1
trpm4b.1	TRPM4
hacd1	HACD1
lamtor1	LAMTOR1
NDST1	NDST1
zgc:101664	SHLD3
gemin2	GEMIN2
tymp	TYMP
cyp46a1.2	CYP46A1
kcnab2a	KCNAB2
adam19a	ADAM33
SPDEF	SPDEF
slc19a1	SLC19A1
fen1	FEN1
slc25a1b	SLC25A1
rad23b	RAD23B
ustb	UST
rargb	RARG
mctp2b	MCTP2
ugt2b1	UGT3A1
ugt2b1	UGT2A3
ugt2b1	UGT2B11
ugt2b1	UGT2B28
ugt2b1	UGT2B10
ugt2b1	UGT1A6
ugt2b1	UGT1A5
ugt2b1	UGT1A4
ugt2b1	UGT1A3
ugt2b1	UGT1A8
ugt2b1	UGT1A10
ugt2b1	UGT1A7
ugt2b1	UGT1A9
ugt2b1	UGT2B7
ugt2b1	UGT2B4
ugt2b1	UGT2A2
ugt2b1	UGT2A1
ugt2b1	UGT2B15
ugt2b1	UGT2B17
atp6v1b2	ATP6V1B2
dkk3a	DKK3
crebbpb	CREBBP
mfap4.4	MFAP4
mir200a	MIR200A
ap3d1	AP3D1
dre-mir-21-2	MIR21
reck	RECK
nkx3-2	NKX3-2
prpf39	PRPF39
dre-mir-204-2	MIR211
dnaaf3l	DNAAF3
mir194b	MIR194-1
dre-mir-129-2	MIR129-2
INHBB	INHBB
gorasp1b	GORASP1
dnaaf3	DNAAF3
pigb	PIGB
tcimb	TCIM
setd9	SETD9
ASTE1	ASTE1
dre-mir-29b-1	MIR29B2
ythdc2	YTHDC2
stk10	STK10
wdr45b	WDR45B
zmp:0000001006	HLA-DQA1
zmp:0000001006	HLA-DQA2
pde6gb	PDE6G
gpatch3	GPATCH3
GADD45G	GADD45G
ctif	CTIF
uqcr10	UQCR10
MFN1	MFN1
apol1	APOLD1
NHLRC3	NHLRC3
cep72	CEP72
dlg4a	DLG4
lsm12b	LSM12
rgs3a	RGS3
morn3	MORN3
grm4	GRM4
katnal1	KATNAL1
NPAS3	NPAS3
cytl1	CYTL1
dgat1a	DGAT1
elp4	ELP4
crmp1	CRMP1
rnpepl1	RNPEPL1
ddx46	DDX46
coq2	COQ2
cutc	CUTC
RAB7A	RAB7A
cep112	CEP112
dusp2	DUSP2
nudt6	NUDT6
baiap2l1a	BAIAP2L1
gdpd4a	GDPD4
PEBP4	PEBP4
rfx3	RFX3
atrxl	ATRX
plk2a	PLK2
SNORD82	SNORD82
oprl1	OPRL1
rpl35	RPL35
pou2f3	POU2F3
WDR70	WDR70
ier3ip1	IER3IP1
large1	LARGE1
park7	PARK7
cacng5a	CACNG5
dre-mir-26a-1	MIR26A2
arf5	ARF5
nup210	NUP210
glg1b	GLG1
RAP1GDS1	RAP1GDS1
MSANTD2	MSANTD2
JMY	JMY
ccdc106a	CCDC106
myofl	MYOF
dre-mir-133c	MIR133B
mir194a	MIR194-1
mtrf1	MTRF1
slc2a10	SLC2A10
pcbp2	PCBP2
ogdhl	OGDHL
pkn2a	PKN2
abcc8b	ABCC8
sgcd	SGCD
spag1b	SPAG1
serpini1	SERPINI1
h1m	H1-8
slc25a15a	SLC25A15
slc1a3a	SLC1A3
rprmb	RPRM
arid3a	ARID3A
pdcd10a	PDCD10
stxbp5b	STXBP5
pitpnb	PITPNB
pole2	POLE2
arhgap44a	ARHGAP44
slc39a14	SLC39A14
fam169aa	FAM169A
abhd2a	ABHD2
c3a.6	C3
fzd1	FZD1
rad50	RAD50
il17rd	IL17RD
carnmt1	CARNMT1
wipf2b	WIPF2
uggt1	UGGT1
tmem178ba	TMEM178B
nwd2	NWD2
rnf166	RNF166
pdcd5	PDCD5
RPL37A	RPL37A
tlr7	TLR7
igfbp6a	IGFBP6
SYDE2	SYDE2
efnb3b	EFNB3
PCMTD2	PCMTD2
insig2	INSIG2
srpk2	SRPK2
sh3bp5b	SH3BP5
znf384b	ZNF384
polr3b	POLR3B
rnf126	RNF126
tnfsf13b	TNFSF13B
banf1	BANF1
exorh	RHO
zgc:114041	SLC16A11
TMCC1	TMCC1
rph3aa	RPH3A
CSDC2	CSDC2
cdkal1	CDKAL1
zgc:165518	A2ML1
zgc:165518	PZP
U1	RNU1-109P
U1	RNU1-104P
mtx3	MTX3
rgmb	RGMB
aldh2.2	ALDH2
ogfr1	OGFR
zgc:171929	OVOL2
rock1	ROCK1
slc16a5b	SLC16A5
SGCZ	SGCZ
larp1	LARP1
dlc1	DLC1
fuz	FUZ
SNORD63	SNORD63
SNORD63	SNORD63B
LAMP5	LAMP5
ntmt1	NTMT1
plekhm3	PLEKHM3
acss2l	ACSM4
acss2l	ACSM2A
acss2l	ACSM2B
acss2l	ACSM1
acss2l	ACSM6
acss2l	ACSM5
MMD2	MMD2
mir18c	MIR18A
RHO	RHO
U6	RNU6-299P
NUP85	NUP85
PITPNC1	PITPNC1
PCP4	PCP4
lmbr1	LMBR1
bod1l1	BOD1L1
mir457a	MIR195
mmp25b	MMP12
mmp25b	MMP10
mmp25b	MMP3
mmp25b	MMP20
mmp25b	MMP27
mmp25b	MMP26
rhobtb2b	RHOBTB2
SCARNA8	SCARNA8
nampt4.2	NAMPT
cst14b.1	CSTA
cbln14	CBLN3
kcna2b	KCNA2
tmem230b	TMEM230
hadhb	HADHB
mir125b-1	MIR125B1
tle2c	TLE2
tle2c	TLE7
mir125a-2	MIR125B2
ddx17	DDX17
vapal	VAPA
si:ch211-188c16.1	FYB2
eif2b5	EIF2B5
tfap2b	TFAP2B
si:dkey-43k4.3	C22orf23
afg3l2	AFG3L2
crispld2	CRISPLD2
rps27l	RPS27L
rnf144b	RNF144B
hpf1	HPF1
bccip	BCCIP
CPLX3	CPLX3
ets1	ETS1
nedd8l	NEDD8
ppie	PPIE
smyhc2	MYH6
SNORD16	SNORD16
zglp1	ZGLP1
SNORD36	SNORD36B
pik3c2b	PIK3C2B
vsig8a	VSIG8
dapk2b	DAPK2
DRD5	DRD5
wars1	WARS1
si:ch211-127b16.6	GP2
hpxb	HPX
U1	RNU1-109P
U1	RNU1-104P
SNORD97	SNORD97
dnajb1a	DNAJB1
dnajb1a	DNAJB8
dnajb1a	DNAJB7
lig3	LIG3
TATDN3	TATDN3
mir489	MIR489
tirap	TIRAP
mir140	MIR140
mir23a-1	MIR23A
ift27	IFT27
fubp3	FUBP3
BNC1	BNC1
abhd13	ABHD13
acvr2ab	ACVR2A
capn15	CAPN15
dgkab	DGKA
nat14	NAT14
ppiab	PPIA
ppiab	PPIAL4G
ppiab	PPIAL4H
ppiab	PPIAL4C
ppiab	PPIAL4F
ppiab	PPIAL4E
ppiab	PPIAL4D
ppiab	PPIAL4A
nhsa	NHS
camk2n2	CAMK2N2
tmem130	TMEM130
prtfdc1a	PRTFDC1
casr	CASR
hmgb1a	HMGB1
hmgb1a	HMGB1P1
baiap2l1b	BAIAP2L1
gnb4b	GNB4
dhx29	DHX29
acox1	ACOX1
arsh	ARSD
tmco3	TMCO3
tgfb3	TGFB3
creb3l3b	CREB3L3
gpaa1	GPAA1
nipsnap2	NIPSNAP2
sycn.3	SYCN
PDZD4	PDZD4
arhgdia	ARHGDIA
pappaa	PAPPA
dtwd2	DTWD2
pax7a	PAX7
smkr1	SMKR1
HPDL	HPDL
gramd1bb	GRAMD1B
ndufb1	NDUFB1
srebf1	SREBF1
tpcn2	TPCN2
apbb3	APBB3
sall4	SALL4
n6amt1	HEMK2
U1	RNU1-109P
U1	RNU1-104P
flnbl	FLNB
syt17	SYT17
FAM107A	FAM107A
aqr	AQR
tmigd1	TMIGD1
mir124-3	MIR124-2
mir10b-1	MIR10B
phospho2	PHOSPHO2
irx1a	IRX1
dre-mir-375-1	MIR375
tfdp1b	TFDP1
fgd5a	FGD5
srp14	SRP14
ccl27b	CCL28
ccl27b	CCL27
trib1	TRIB1
idh2	IDH2
ap1g1	AP1G1
usp37	USP37
slc1a5	SLC1A5
mhc1uma	AZGP1
mhc1uma	FCGRT
rps26l	RPS26
nap1l1	NAP1L1
zgc:158376	FBXL19
smim10l3	SMIM10L1
smim10l3	SMIM10L2B
smim10l3	SMIM10L3
smim10l3	SMIM10L2A
smim10l3	SMIM10
znf513b	ZNF513
atxn3	ATXN3L
atxn3	ATXN3
nsmaf	NSMAF
RASSF10	RASSF10
wdr41	WDR41
mtss1lb	MTSS2
SRL	SRL
ATP8A1	ATP8A1
bloc1s5	BLOC1S5
ddb1	DDB1
vgll3	VGLL3
slc12a2l	SLC12A2
cse1l	CSE1L
vent	VENTX
vent	DLX4
lrrc4ca	LRRC4C
cfap90	CFAP90
snw1	SNW1
rgrb	RGR
map1b	MAP1B
phtf2	PHTF2
ANKRD50	ANKRD50
efr3bb	EFR3B
rab27a	RAB27A
epdl1	EPDR1
SAMD12	SAMD12
cfap68	CFAP68
b3gat1b	GLB1L2
b3gat1b	GLB1L3
LRRTM4	LRRTM4
ambra1a	AMBRA1
anxa14	ANXA8L1
anxa14	ANXA8
anxa14	ANXA9
anxa14	ANXA10
anxa14	ANXA13
CNNM4	CNNM4
chchd6b	CHCHD6
U6	U6
U6	RNU6-1146P
RPS17	RPS17
cxcl11.3	CXCL9
SNORD24	SNORD24
U6	RNU6-469P
U6	RNU6-566P
eif4e1b	EIF4E1B
mir206-2	MIR206
