marchf1	36951
LOC107383890	SRSF11
srsf2a	SRSF2
srsf3b	SRSF3
srsf3a	SRSF3
srsf4	SRSF4
srsf5b	SRSF5
srsf6a	SRSF6
srsf9	SRSF9
ss18	SS18
LOC107391178	SS18L1
ss18l2	SS18L2
ssb	SSB
ssbp1	SSBP1
ssbp2a	SSBP2
ssbp3b	SSBP3
ssbp4	SSBP4
zgc:110158	SSBP4
itprid2	SSFA2
ssh1a	SSH1
ssh1b	SSH1
ssh2b	SSH2
ssna1	SSNA1
sspn	SSPN
LOC107374719,LOC139070739	SSR1
ssr2	SSR2
ssr3	SSR3
ssr4	SSR4
ssrp1a	SSRP1
sst1.1	SST
LOC107376458	SSTR2
sstr2a	SSTR2
sstr3	SSTR3
LOC107376604	SSTR5
LOC107390266	SSTR5
ssu72	SSU72
ssx2ipa	SSX2IP
LOC107392695	SSX2IP
st13	TOMM34
st14a	ST14
st18	ST18
LOC107395861	ST3GAL1
st3gal2	ST3GAL2
st3gal3b	ST3GAL3
st3gal4	ST3GAL4
st3gal5	ST3GAL5
dennd2b	ST5
st6gal2a	ST6GAL2
st6galnac2	ST6GALNAC2
LOC107387723	ST6GALNAC1
LOC107387721	ST6GALNAC1
st6galnac3	ST6GALNAC3
st6galnac4	ST6GALNAC3
st6galnac5a	ST6GALNAC5
st6galnac5b	ST6GALNAC5
st6galnac6	ST6GALNAC6
LOC107395255	ST7
st7l	ST7L
st8sia2	ST8SIA2
LOC107373807	ST8SIA3
st8sia3	ST8SIA3
st8sia5	ST8SIA5
LOC107377074	DOCK9
stab1	STAB1
stac	STAC
LOC107387584	STAC2
LOC107395456	STAC2
stac3	STAC3
stag1a	STAG1
stag2a	STAG2
stam	STAM
stam2	STAM2
stambpl1	STAMBPL1
LOC107386091	STAMBP
star	STAR
stard10	STARD10
stard13a	STARD13
stard13b	STARD13
stard3	STARD3
stard3nl	STARD3NL
stard7	STARD7
LOC129153517	STAT1
stat1a	STAT1
stat2	STAT2
stat3	STAT3
stat5a	STAT5B
stat6	STAT6
stau1	STAU1
stau2	STAU2
stc1	STC1
stc1l	STC1
stc2a	STC2
steap2	STEAP2
LOC107381051	STEAP3
steap4	STEAP4
stil	STIL
stim1a	STIM1
stim1b	STIM1
LOC107381667	STIM2
stip1	TTC31
stk10	STK10
stk11	STK11
stk11ip	STK11IP
stk16	STK16
stk17b	STK17B
LOC107376512	STK19
stk24b	STK24
stk3	STK3
stk32a	STK32A
stk33	STK33
stk35	STK35
stk36	STK36
stk38a	STK38
LOC107382821	STK38L
LOC107384961	STK4
stk40	STK40
LOC107375653	STMN2
stmn2b	STMN2
stmn4l	STMN4
stom	STOM
stoml1	STOML1
stoml2	STOML2
stoml3b	STOML3
stox1	STOX1
stox2a	STOX2
LOC107388185	STOX2
cenpx	CENPX
strada	STRADA
stradb	STRADB
strap	STRAP
strbp	STRBP
LOC107381332	STRC
strip1	STRIP1
strip2	STRIP2
LOC107375367	STRN
strn3	STRN3
strn4	STRN4
LOC139070090,washc5	KIAA0196
LOC107394545	STT3B
stub1	STUB1
stx11b.1	STX11
LOC107391781	STX11
stx11a	STX11
stx12	STX12
stx16	STX16-NPEPL1
stx17	STX17
LOC107380247	STX1B
LOC107397006	STX2
stx2b	STX2
stx3b	STX1B
stx4	STX4
stx5a	STX5
stx6	STX6
stx7l	STX7
stx8	STX8
stxbp1b	STXBP2
stxbp2	STXBP2
stxbp3	STXBP3
stxbp4	STXBP4
stxbp5b	STXBP5
stxbp5l	STXBP5
stxbp6	STXBP6
styk1b	STYK1
styk1a	STYK1
styx	STYX
LOC107374552	SUB1
sucla2	SUCLA2
suclg1	SUCLG1
suclg2	SUCLG2
suco	SUCO
LOC107384381	SUCO
suds3	SUDS3
sufu	SUFU
sugp1	SUGP1
sulf1	SULF1
sulf2b	SULF2
sult1st6	SULT2A1
LOC107378808	SULT2A1
LOC107378973	SULT2A1
LOC107378889	SULT2A1
sult4a1	SULT4A1
sult6b1	SULT6B1
sumf1	SUMF1
sumf2	SUMF2
sumo1	SUMO1
LOC107392145	SUMO3
sumo3b	SUMO3
LOC107387515	SUN1
sun1b	SUN1
sun2	SUN1
suox	SUOX
supt20	SUPT20H
supt3h	SUPT3H
supt4h1	SUPT4H1
supt5h	SUPT5H
supt6h	SUPT6H
supt7l	SUPT7L
supv3l1	SUPV3L1
surf1	SURF1
surf2	SURF2
surf4	SURF4
surf6	SURF6
susd1	SUSD1
LOC107373559	SUSD2
susd2	SUSD2
LOC107391107	SUSD3
susd5	SUSD5
LOC107390532	SUV39H1
kmt5b	KMT5B
kmt5c	KMT5B
LOC107373105	SUZ12
suz12b	SUZ12
sv2a	SV2A
LOC139064252	SV2A
LOC107396201	SV2B
sv2ba	SV2B
sv2ca	SV2C
svep1	SVEP1
LOC107395268	SVIL
svila	SVIL
LOC107395270	KIAA1462
svopa	SVOP
LOC107373532	SVOP
svopl	SVOPL
swap70a	SWAP70
swsap1	SWSAP1
swt1	SWT1
syap1	SYAP1
sybl1	VAMP7
sybu	SYBU
sycp1	SYCP1
sycp3	SYCP3
LOC107387486	SYDE1
syde2	SYDE2
syf2	SYF2
syk	SYK
sympk	SYMPK
syn1	SYN1
syn2a	SYN2
sync	SYNC
LOC107392588	SYNC
LOC139063256	HNRNPR
LOC107392257	HNRNPR
LOC107376414	SYNDIG1
LOC107392422	SYNDIG1L
syne1a	SYNE1
syne1b	SYNE1
syne2a	SYNE2
LOC107391651	SYNE2
syne2b	SYNE2
LOC107394692	DAB2IP
syngap1b	DAB2IP
LOC129152289	SYNGR3
syngr2b	SYNGR2
LOC107376188	SYNGR2
syngr3a	SYNGR3
LOC107388587	SYNGR3
synj1	SYNJ1
synj2bp	DLG2
synm	SYNM
LOC107377449	SYNPO2
synpo2b	SYNPO2
LOC107387746	SYNPO2L
synpo2la	SYNPO2L
synprb	SYNPR
synpra	SYNPR
sypa	SYP
LOC107390496	SYP
sypl1	SYPL1
sypl2b	SYPL2
syt10	SYT10
syt11b	SYT11
syt12	SYT12
syt14a	SYT14
syt14b	SYT14
syt15	SYT15
syt16	SYT16
syt1a	SYT1
syt1b	SYT1
LOC107385029	SYT2
LOC107391261	SYT2
syt3	SYT9
syt4	SYT4
syt5a	SYT1
syt5b	SYT1
syt6a	SYT6
syt7a	SYT1
syt7b	SYT1
syt8	SYT8
syt9a	SYT9
syt9b	SYT9
sytl1	SYTL1
sytl2b	SYTL2
sytl2a	SYTL2
sytl3	SYTL3
sytl4	SYTL4
sytl5	SYTL5
syvn1	SYVN1
LOC107385787	SZRD1
szt2	SZT2
gpkow	GPKOW
tab1	ILKAP
tab2	TAB2
tab3	TAB3
LOC107379179	TAC1
tac1	TAC1
tacc1	TACC1
LOC107393936	TACC1
tacc3	TACC3
taco1	TACO1
LOC107395595	TACR1
tacr2	TACR2
tacr3a	TACR3
tacr3l	TACR3
tada2a	TADA2A
tada2b	TADA2B
tada3l	TADA3
taf1	TAF1
LOC107391195	TAF10
LOC107396587	TAF10
taf11	TAF11
taf12	TAF12
taf13	TAF13
taf15	TAF15
taf1a	TAF1A
taf1b	TAF1B
taf1c	TAF1C
taf2	TAF2
taf3	TAF3
LOC139068886	TAF4
LOC107391176	TAF4
taf4b	TAF4
taf5	TAF5
taf5l	TAF5L
taf6	TAF6
taf6l	TAF6L
taf7	TAF7
taf8	TAF8
taf9	TAF9
tagapb	TAGAP
tagln	TAGLN3
tagln3b	TAGLN3
tal1	TAL1
tal2	TAL2
taldo1	TALDO1
tamm41	TAMM41
tanc1b	TANC1
tanc1a	TANC1
tanc2b	TANC2
tango2	TANGO2
tango6	HAS3
tank	TANK
taok1a	TAOK1
taok2b	TAOK1
taok3a	TAOK3
taok3b	TAOK3
tap1	ABCB9
tapt1a	TAPT1
LOC107380809	TAPT1
tarbp1	TARBP1
tarbp2	TARBP2
tardbpb	TARDBP
tardbpa	TARDBP
tars1	TARS
tars2	TARS
tars3	TARS
tas1r1	ALDH4A1
LOC107390620	TAS1R1
tas1r3	TAS1R3
tasp1	TASP1
tat	TAT
tatdn1	TATDN1
tatdn2	RP11-438J1.1
LOC107391961	TATDN3
tax1bp1a	TAX1BP1
tax1bp1b	TAX1BP1
tax1bp3	TAX1BP3
tafazzin	TAZ
tbc1d1	TBC1D1
LOC107373051	RP1-130H16.18
tbc1d10b	RP1-130H16.18
tbc1d10c	RP1-130H16.18
tbc1d13	TBC1D13
LOC107374197	TBC1D14
tbc1d15	TBC1D15
tbc1d16	TBC1D16
tbc1d17	TBC1D17
tbc1d19	TBC1D19
tbc1d2	TBC1D2
tbc1d22a	TBC1D22A
tbc1d22b	TBC1D22B
tbc1d23	TBC1D23
tbc1d25	TBC1D25
tbc1d2b	TBC1D2B
si:dkeyp-19e1.3	TBC1D3E
tbc1d4	TBC1D4
tbc1d5	TBC1D5
tbc1d7	TBC1D7
LOC107389649	TBC1D8
tbc1d8b	TBC1D8B
tbc1d9	TBC1D9
LOC107381130	TBC1D9B
tbca	TBCA
tbcb	TBCB
tbccd1	TBCCD1
tbcc	TBCC
tbcd	TBCD
tbce	TBCE
tbcela	TBCEL
LOC107387204	TBCEL
tbck	TBCK
tbk1	TBK1
tbl1x	TBL1X
tbl1xr1a	TBL1XR1
tbl2	TBL2
tbp	TBP
tbpl1	TBPL1
LOC107387238	TBP
atg14	ATG14
tbpl2	TBP
tbr1b	TBR1
tbrg1	TBRG1
tbrg4	TBRG4
tbx1	TBX1
tbx15	TBX15
tbx18	TBX18
tbx20	TBX20
tbx21	TBX21
tbx22	TBX22
tbx2b	TBX2
tbx3a	TBX3
tbx4	TBX4
tbxa2r	TBXA2R
LOC107389081	TBXAS1
LOC107395858	TBXAS1
LOC107391946	TC2N
tcaim	TCAIM
tcap	TCAP
tcea1	TCEA1
tcea2	TCEA2
tcea3	TCEA3
LOC107380870	TCEANC
eloca	TCEB1
calcoco1b	CALCOCO1
eloa	TCEB3CL
tcerg1b	TCERG1
tcerg1l	TCERG1L
LOC107388629	TCF12
tcf12	TCF12
tcf19l	SLC4A1AP
tcf21	TCF21
LOC107396036	TCF24
LOC107383150	TCF24
tcf25	TCF25
tcf3b	TCF3
tcf4	TCF4
tcf7	TCF7
tcf7l1b	TCF7L1
tchp	TCHP
tcirg1b	ATP6V0A2
tcn2	TCN2
tcp1	TCP1
tcp11l1	TCP11L1
tcp11l2	TCP11L2
tcte1	TCTE1
dynlt2b	TCTEX1D2
LOC107386014	TCTN1
tctn2	TCTN2
LOC107387947	TCTN1
LOC107388368	TDG
LOC107388370	TDG
tdo2a	TDO2
tdp1	TDP1
LOC107384635	TDP2
tdp2b	TDP2
tdrd1	TDRD1
tdrd12	TDRD12
tdrd3	TDRD3
tdrd5	TDRD5
tdrd6a	TDRD6
tdrd7a	TDRD7
tdrd7b	TDRD7
tdrd9	TDRD9
tdrkh	TDRKH
tead1b	TEAD1
tead3b	TEAD3
tead3a	TEAD3
tec	TEC
tecpr1b	TECPR1
tecpr1a	TECPR1
tecpr2	TECPR2
tecra	TECR
tecta	TECTA
tectb	TECTB
tefa	HLF
tefb	TEF
tefm	TEFM
tegt	TMBIM6
tekt1	TEKT1
tekt2	USF2
tekt3	TEKT3
tekt4	TEKT4
telo2	TELO2
LOC107385535	TNS2
tns2a	TNS2
tenm1	TENM1
tep1	DAW1
terf1	TERF1
terf2ip	TERF2IP
tert	TERT
tes	TES
tesca	TESC
tescb	TESC
tesk1b	TESK1
LOC107382357	TESK1
tesk2	TESK2
tet1	TET1
tet2	TET2
tet3	TET3
tex10	TEX10
tex11	TEX11
tex2	TEX2
LOC107390134	TEX2
tex261	AC007040.11
tex9	TEX9
tfa	LTF
tfam	TFAM
tfap2a	TFAP2A
tfap2b	TFAP2B
tfap2c	TFAP2A
tfap2d	TFAP2D
tfap4	TFAP4
LOC107390529	TFAP4
tfb1m	TFB1M
tfb2m	TFB2M
tfcp2	TFCP2
tfcp2l1	TFCP2L1
tfdp1a	TFDP1
tfeb	TFEB
tfec	TFEC
tfg	TFG
tfip11	TFIP11
tfpi2	TFPI2
tfpia	TFPI
tfpt	TFPT
tfr1a	TFRC
tfr2	TFR2
tfr1b	TFRC
tg	TG
LOC107380924	UXS1
tgfa	TGFA
tgfb1a	TGFB1
LOC107387942	LPXN
tgfb3	TGFB3
LOC107377518	TGFB3
tgfbi	TGFBI
tgfbr1b	TGFBR1
tgfbr2b	TGFBR2
LOC107394548	TGFBR2
tgfbr3	TGFBR3
tgfbrap1	TGFBRAP1
tgif1	TGIF1
LOC107385526	TGIF2
LOC139071515	F13A1
tgm1l1	F13A1
tgm2l	TGM2
tgoln2	TGOLN2
tgs1	TGS1
th	TH
th2	TH
thada	THADA
thap1	THAP1
thap11	THAP11
thap4	THAP4
LOC107384365	THAP5
LOC107390765	RP11-293I14.2
LOC107382025	RP11-293I14.2
LOC107375968	RP11-293I14.2
thbd	THBD
LOC129152299	THBD
LOC107392441	THBS1
thbs1b	THBS1
thbs2a	THBS2
LOC107387772	THBS2
thbs3a	THBS3
thbs4a	THBS4
thbs4b	THBS4
LOC107380431	THEG
them4	THEM4
LOC107383808	THEM6
LOC107383810	THEM6
themis2	THEMIS2
thg1l	THG1L
LOC107383051	THNSL1
thnsl2	THNSL2
thoc1	THOC1
thoc2	THOC2
thoc3	THOC3
thoc5	THOC5
thoc6	THOC6
thoc7	THOC7
nln	THOP1
thop1	THOP1
LOC107387620	THRA
LOC107376203	THRA
thrap3a	BCLAF1
thrap3b	THRAP3
thrb	THRB
LOC107386972	THSD1
thsd7aa	THSD7A
thsd7ab	THSD7A
thsd7ba	THSD7B
thtpa	THTPA
thumpd2	THUMPD2
thumpd3	THUMPD3
thyn1	THYN1
tial1	TIAL1
tiam1b	TIAM1
tiam1a	TIAM1
tiam2a	TIAM2
LOC107377938	TIAM2
ticam1	TICAM1
ticrr	TICRR
tie1	TIE1
LOC107384788,LOC107384805	TIFA
timd4	TIMD4
timeless	TIMELESS
timm10b	TIMM9
timm17a	TIMM17A
timm17b	TIMM17B
timm21	TIMM21
timm23a	TIMM23B
timm44	TIMM44
LOC107384165	TIMM44
timm50	TIMM50
timmdc1	TIMMDC1
timp2a	TIMP2
LOC107381870	TIMP3
LOC107385286	TIMP4
tinagl1	TINAGL1
tiparp	TIPARP
tipin	TIPIN
tiprl	TIPRL
tirap	TIRAP
tjap1	TJAP1
tjp1b	TJP1
tjp1a	TJP1
tjp2a	TJP2
tjp3	TJP3
tk1	TK1
tktb	TKTL1
LOC139063300,tkta	TKT
LOC139063300	TKT
tlcd1	TLCD1
LOC107394045	TLE1
LOC107394311	TLE4
tlk1a	TLK1
LOC107384305	TLK1
tlk2	TLK2
LOC107387870	TLK2
tll1	TLL1
tln1	TLN1
tln2a	TLN2
tln2b	TLN2
tlr1	TLR1
tlr2	TLR2
tlr3	TLR3
LOC107377778	TLR5
LOC107378245	TLR5
frmpd4	FRMPD4
LOC107389944	TLR8
tlr7	TLR7
tlx1	TLX1
tlx2	TLX3
tm2d1	TM2D1
tm2d2	TM2D2
tm2d3	TM2D3
tm4sf18	TM4SF18
tm4sf4	TM4SF4
tm4sf5	TM4SF5
LOC107381703	TM6SF1
tm6sf2b	TM6SF2
tm7sf2	LBR
tm7sf3	TM7SF3
tm9sf1	TM9SF3
tm9sf3	TM9SF3
tm9sf4	TM9SF4
tma16	TMA16
tmbim1a	TMBIM1
LOC107390220	TMBIM1
tmc1	TMC1
tmc2b	TMC2
tmc2a	TMC2
tmc4	TMC7
tmc5	TMC5
tmc6b	TMC6
tmc8	TMC8
tmcc1b	TMCC1
tmcc1a	TMCC1
tmcc2	TMCC2
tmcc3	TMCC3
LOC107388585	TMCC3
tmco1	TMCO1
tmco3	TMCO3
tmco4	TMCO4
tmco6	TMCO6
tmed10	TMED10
LOC107378303	TMED1
tmed1b	TMED1
tmed2	TMED2
tmed3	TMED3
tmed4	TMED4
tmed5	TMED5
tmed7	TMED7
tmed9	TMED4
LOC107374717	MSANTD3-TMEFF1
LOC107383718	MSANTD3-TMEFF1
tmeff2a	TMEFF2
LOC107387239	TMEM100
tmem100a	TMEM100
tmem101	TMEM101
LOC107376923	TMEM102
tmem104	TMEM104
tmem106ba	TMEM106B
tmem106c	TMEM106C
tmem11	TMEM11
tmem115	TMEM115
tmem117	TMEM117
tmem119a	TMEM119
tmem119b	TMEM119
LOC139072173	TMEM120A
tmem120b	TMEM120B
tmem121ab	TMEM121
LOC107384492	TMEM125
nyap2b	NYAP2
tmem126a	TMEM126B
tmem127	TMEM127
tmem128	TMEM128
tmem129	TMEM129
tmem130	TMEM130
tmem131	TMEM131
tmem132e	TMEM132E
tmem134	TMEM134
tmem135	TMEM135
tlcd5b	TMEM136
tlcd5a	TMEM136
tmem141	TMEM141
tmem144b	TMEM144
tmem145	GPR180
tmem147	TMEM147
tmem14a	TMEM14A
LOC107393563	TMEM150A
tmem150b	TMEM150B
tmem150c	TMEM150C
LOC107380947	TMEM151A
tmem151ba	RP11-444E17.6
LOC107396297	TMEM158
LOC107376500	TMEM159
tmem160	TMEM160
tmem161a	TMEM161A
tmem161b	TMEM161B
tmem163a	TMEM163
LOC107381042	TMEM163
LOC107397372	TMEM164
tmem165	TMEM165
tmem168a	TMEM168
LOC107388403	TMEM168
tmem17	TMEM17
tmem170b	TMEM170B
sting1	TMEM173
tmem174	TMEM174
tmem175	TMEM175
tmem177	TMEM177
tmem178a	TMEM178A
tmem179ba	TMEM179B
tmem18	TMEM18
mfsd13a	MFSD13A
tmem181	TMEM181
tmem182a	TMEM182
LOC107377240	TMEM182
tmem183a	TMEM183A
tmem184a	TMEM184A
tmem184ba	TMEM184B
LOC107376304	TMEM184A
tmem184c	TMEM184C
LOC107376804	TMEM184C
tmem185	TMEM185A
peds1	TMEM189-UBE2V1
tmem19	TMEM19
tmem192	TMEM192
nemp1	NEMP1
LOC107383325	TMEM196
tmem199	TMEM199
cemip2	TMEM2
tmem200a	TMEM200A
LOC107379642	TMEM200B
tmem200b	TMEM200B
LOC107372971	TMEM200C
tmem201	TMEM201
tmem203	TMEM203
tmem204	TMEM204
tmem205	TMEM205
pacc1	TMEM206
tmem208	TMEM208
tmem209	TMEM209
tmem214	TMEM214
tmem216	TMEM216
tmem220	TMEM220
tmem221	TMEM221
LOC107378714,tmem222b	TMEM222
tmem229a	TMEM229A
tmem229b	TMEM229B
LOC107374056	TMEM230
tmem230b	TMEM230
tmem231	CHST4
tmem234	TMEM234
tmem235b	TMEM235
tmem236	TMEM236
LOC107377188	TMEM237
LOC107379695	LINC00675
LOC107395754	LINC00675
tmem240a	TMEM240
LOC107382680	TMEM241
tmem242	TMEM242
tmem243b	TMEM243
tmem244	TMEM244
tmem245	TMEM245
pgap4	TMEM246
doc2b	TMEM248
LOC107372867	TMEM25
tmem251	TMEM251
tmem255a	TMEM255A
LOC107381623	TMEM255B
tmem256	TMEM256
tmem259	TMEM259
LOC107381180	TMEM27
LOC107392564	TMEM30A
LOC139063267	TMEM30A
tmem30b	TMEM30B
tmem35	TMEM35A
tmem38a	TMEM38A
tmem39a	TMEM39A
tmem39b	TMEM39B
tmem41aa	TMEM41A
LOC107375906	TMEM41A
tmem41b	TMEM41B
LOC107385103	RP11-434D12.1
tmem44	TMEM44
tmem45a	TMEM45B
tmem45b	TMEM45B
LOC107380847	TMEM47
tmem47	TMEM47
ndc1	NDC1
rxylt1	TMEM5
tmem50a	TMEM50A
tmem51a	TMEM51
tmem51b	TMEM51
tmem53	TMEM53
LOC107395014	TMEM54
tmem54a	TMEM54
pip4p2	TMEM55A
pip4p1a	TMEM55B
LOC107376897	TMEM55B
tlcd4a	TMEM56
LOC107396965	TMEM57
maco1b	TMEM57
tmem62	TMEM62
tmem63a	TMEM63A
tmem63ba	TMEM63B
LOC107394007	TMEM63B
tmem63c	TMEM63C
acot13	TMEM64
LOC139069821	TMEM65
tmem65	TMEM65
tmem67	TMEM67
tmem68	TMEM68
LOC107392981	TMEM69
tmem70	TMEM70
tmem71	TMEM71
tmem72	TMEM72
LOC107378913	TMEM74
LOC107394964	TMEM74
tmem79b	TMEM79
LOC107388688	TMEM216
tmem81	TMEM81
tmem82	TMEM82
LOC107395127	TMEM82
tmem86a	TMEM86A
tmem86b	TMEM86A
LOC107391863	TMEM87A
tmem87b	TMEM87B
tmem8b	TMEM8B
mymk	TMEM8C
tmem9	TMEM9
tmem91	TMEM91
tmem97	TMEM97
tmem98	TMEM98
tmem9b	TMEM9B
tmf1	TMF1
tmie	TMIE
tmigd1	TMIGD1
tmlhe	TMLHE
tmod1	TMOD1
tmod2	TMOD2
tmod4	TMOD4
LOC107390837	ACR
tmprss13a	TMPRSS13
tmprss15	TMPRSS15
tmprss4a	TMPRSS4
tmprss5	TMPRSS5
LOC107375159	TMPRSS6
tmprss7	TMPRSS7
tmprss9	TMPRSS9
tmtc1	TMTC1
tmtc2a	TMTC2
tmtc2b	TMTC2
tmtc3	TMTC3
tmtc4	TMTC4
tmub1	TMUB1
tmub2	TMUB2
tmx1	TMX1
tmx2a	TMX2
LOC107382362	TMX2
LOC107383720	TMX3
LOC107396649	TNC
tnca	TNC
LOC107383986	TNC
tnfa	TNF
LOC107391614	TNFAIP2
tnfaip2a	TNFAIP2
tnfaip3	TNFAIP3
tnfaip6	TNFAIP6
tnfaip8l1	TNFAIP8L1
tnfaip8l2b	TNFAIP8
tnfaip8l3	TNFAIP8L3
tnfb	TNFSF15
LOC107378726,LOC139070099	TNFRSF11B
LOC107388271	TNFRSF13B
LOC107391524	TNFRSF14
LOC107380676	TNFRSF19
tnfrsf1a	TNFRSF25
tnfrsf1b	TNFRSF1B
tnfrsf18	TNFRSF18
tnfrsf21	TNFRSF21
si:ch211-112c15.8	TNFRSF25
tnfrsf9a	TNFRSF9
tnfrsfa	TNFRSF10A
tnfsf10	TNFSF10
LOC107392066	TNFSF10
tnfsf11	TNFSF11
tnfsf13b	TNFSF13B
LOC107390444	TNFSF14
tnfsf14	TNFSF14
tnika	TNIK
tnip1	TNIP1
tnip2	TNIP2
tnk2a	TNK2
tnk2b	TNK2
LOC107393557	TNKS
tnmd	TNMD
tnni1a	TNNI1
LOC107385035	TNNI1
LOC107389481	TNNI2
LOC107389480	TNNI2
LOC107389482	TNNI2
LOC107389483	TNNI2
LOC107381844	TNNI2
tnni3k	TNNI3K
tnnt2c	TNNT2
tnnt3a	TNNT3
lsp1a	TNNT3
tnpo1	TNPO1
tnpo2b	TNPO2
LOC107376609	TNPO2
tnpo3	TNPO3
tnr	TNR
tnrc18	TNRC18
cnpy3	CNPY3
LOC107376402	TNRC6A
tnrc6ba	TNRC6B
LOC107376151	TNRC6B
tnrc6c2	TNRC6C
tnrc6c1	TNRC6C
tns1b	TNS1
tns1a	TNS1
tns3.2	TNS3
LOC107383918	TNS3
LOC107393373	TNS4
tnxba	TNC
LOC107394432	TNC
LOC107376620	TOB1
LOC107376318	TOB2
toe1	TOE1
tollip	TOLLIP
tom1	TOM1
LOC107393193	TOM1L2
LOC107388145	TOM1L2
LOC107376557	TOM1L2
tomm20b	TOMM20
tomm22	TOMM22
tomm34	TOMM34
tomm40	TOMM40
si:dkey-71l1.1	TOMM40L
tomm70a	TOMM70
tonsl	TONSL
top1b	TOP1
top1a	TOP1
top2a	TOP2A
top2b	TOP2B
top3a	TOP3A
top3b	TOP3B
topbp1	TOPBP1
toporsa	TOPORS
LOC107396728	TOPORS
tor1	TOR1B
LOC107393226	TOR1AIP2
LOC107393225	TOR1AIP2
tor2a	TOR1B
tor3a	TOR3A
tox	TOX
tox2	TOX2
tox3	TOX3
tox4a	TOX3
tox4b	TOX3
tp53	TP53
tp53bp1	TP53BP1
tp53bp2a	TP53BP2
LOC107382372	TP53BP2
tp53i3	TP53I3
tp53inp1	TP53INP1
tp53inp2	TP53INP2
tp53rk	TP53RK
tp63	TP63
tp73	TP73
tpbg	TPBG
tpcn1	TPCN1
tpd52	RP11-26J3.4
tpd52l1	TPD52L1
tpd52l2b	TPD52L3
tpgs2	TPGS2
tph1a	TPH1
LOC107381938	TPH1
LOC107394773	TPI1
tpi1b	TPI1
tpk1	TPK1
LOC107381553	TPM1
LOC107383605,tpm2,tpm3,tpm4a	TPM2
LOC107383605,tpm2,tpm3,tpm4a	TPM1
LOC107383605,tpm2,tpm3,tpm4a	TPM4
LOC107394967	TPMT
tpo	TPO
tpp1	TPP1
tpp2	TPP2
LOC107372570	TPPP
tppp3	TPPP3
tpra	TPR
tpra1	TPRA1
tprb	TPR
tprg1	TPRG1
tprkb	TPRKB
tprn	TPRN
pnn	PNN
tpst1	TPST1
LOC107386765	TPST1
tpt1	TPT1
tpte	TPTE
tpx2	TPX2
LOC107392108	TRA2B
tradd	TRADD
LOC107374859	TRAF2
traf3	TRAF3
traf3ip1	TRAF3IP1
traf3ip2a	TRAF3IP2
traf4a	TRAF4
traf6	TRAF6
traf7	TRAF7
trafd1	TRAFD1
traip	TRAIP
LOC139070023,trak1a	HAP1
LOC107383201	TRAK1
trak2	TRAK2
tram1	TRAM1
tram2	TRAM2
trap1	TRAP1
trappc1	TRAPPC1
trappc10	TRAPPC10
trappc11	TRAPPC11
trappc12	TRAPPC12
trappc13	TRAPPC13
trappc2	TRAPPC2
trappc2l	TRAPPC2L
trappc3	TRAPPC3
trappc4	TRAPPC4
trappc5	TRAPPC5
trappc6bl	TRAPPC6A
trappc8	TRAPPC8
trappc9	TRAPPC9
LOC107386967	TRAT1
LOC129163610	TRBC2
trdmt1	TRDMT1
LOC107378014	TRDN
trh	TRH
LOC107386826	TRHDE
trhra	TRHR
triap1	TRIAP1
trib1	TRIB1
trib2	TRIB2
LOC107384947	TRIB2
trim13	TRIM13
trim16	TRIM16L
trim23	TRIM23
LOC107374506	TRIM25
trim25l	TRIM29
trim2a	TRIM2
LOC107395098	TRIM2
trim32	TRIM32
trim33	TRIM33
LOC107383704	TRIM35
trim35-12	TRIM35
LOC129153587	TRIM35
LOC107384925	TRIM35
LOC107386498	TRIM35
LOC107386220	TRIM35
LOC129160909	TRIM35
LOC107378290	TRIM35
trim35-13	TRIM35
LOC107384923	TRIM35
LOC107388697	TRIM35
LOC107385062	TRIM35
trim35-28	TRIM35
trim36	TRIM36
trim37	TRIM37
LOC107380228	TRIM3
trim3b	TRIM3
trim44	LDLRAD3
LOC129160670,LOC139061548	TRIM45
trim46a	TRIM36
trim46b	TRIM46
trim47	TRIM35
trim54	TRIM54
LOC107383400	TRIM55
trim55b	TRIM55
trim62.1	TRIM62
trim63b	TRIM63
trim65	TRIM65
trim66	TRIM66
LOC107388413	TRIM66
LOC107377757	TRIM67
trim71	TRIM71
trim8b	TRIM8
trim9	TRIM9
triob	TRIO
trioa	TRIO
trip10a	TRIP10
LOC107389882	TRIP10
trip11	TRIP11
trip12	TRIP12
trip4	TRIP4
triqk	TRIQK
trit1	TRIT1
trmt1	TRMT1
trmt10a	TRMT10A
trmt10b	TRMT10B
LOC107378791,LOC139070030	TRMT11
trmt112	TRMT112
trmt12	TRMT12
trmt13	TRMT13
trmt2a	TRMT2A
trmt44	TRMT44
trmt5	TRMT5
trmt6	TRMT6
trmt61a	TRMT61A
LOC107395965	TRMT61B
LOC107387638	TRMT61A
trmu	TRMU
LOC129163646	STX11
trnt1	TRNT1
ro60	TROVE2
trpa1b	TRPA1
trpc1	TRPC1
trpc4b	TRPC4
trpc4a	TRPC4
trpc4apa	TRPC4AP
trpc5a	TRPC5
trpc6a	TRPC6
trpc6b	TRPC6
LOC107381518	TRPM1
LOC107388754	TRPM1
trpm2	TRPM2
trpm3	TRPM3
trpm4a	TRPM4
LOC107387989	TRPM4
LOC107387988	TRPM4
trpm5	TRPM5
trpm6	TRPM6
trpm7	TRPM7
LOC107372454	TRPM7
trps1	TRPS1
trpt1	TRPT1
trpv1	TRPV2
